timestamp,mac,ssid,rssi
2026-02-23 23:10:53.707642,62:c4:96:bb:50:9e,<Broadcast>,-67
2026-02-23 23:10:53.727714,62:c4:96:bb:50:9e,<Broadcast>,-67
2026-02-23 23:10:54.070322,9a:e4:7d:43:0b:6e,<Broadcast>,-66
2026-02-23 23:10:54.089204,9a:e4:7d:43:0b:6e,<Broadcast>,-65
2026-02-23 23:10:54.225291,ee:0b:9b:2b:e0:5e,UCR-SECURE,-71
2026-02-23 23:10:55.120862,de:e1:0c:4a:3c:84,<Broadcast>,-49
2026-02-23 23:10:55.141327,de:e1:0c:4a:3c:84,<Broadcast>,-50
2026-02-23 23:10:55.192829,32:5a:27:d1:e0:ff,<Broadcast>,-52
2026-02-23 23:10:55.241961,c6:37:b4:d4:cf:2b,<Broadcast>,-46
2026-02-23 23:10:55.244534,c6:37:b4:d4:cf:2b,<Broadcast>,-47
2026-02-23 23:10:58.239256,ee:f5:95:cf:25:3d,<Broadcast>,-57
2026-02-23 23:10:58.258443,26:84:32:e6:b4:0f,UCR-SECURE,-81
2026-02-23 23:10:58.275028,a2:52:e1:0a:a0:84,<Broadcast>,-62
2026-02-23 23:10:58.277655,26:84:32:e6:b4:0f,UCR-SECURE,-83
2026-02-23 23:10:58.295304,a2:52:e1:0a:a0:84,<Broadcast>,-63
